IATA,Continent,Latitude,Longitude
HKY,North America,35.74110031,-81.38950348
SPG,North America,27.7651,-82.626999
FMY,North America,26.58659935,-81.86329650879999
IAH,North America,29.984399795532227,-95.34140014648438
ADW,North America,38.810799,-76.866997
INT,North America,36.13370132446289,-80.22200012207031
VCV,North America,34.597499847399995,-117.383003235
CEW,North America,30.778799057,-86.522102356
PHN,North America,42.9109993,-82.52890015
BFL,North America,35.43360138,-119.0569992
ELP,North America,31.80719948,-106.3779984
HRL,North America,26.228500366210938,-97.65440368652344
CAE,North America,33.93880081176758,-81.11949920654297
DMA,North America,32.1665000916,-110.883003235
NPA,North America,30.35269928,-87.31860352
PNS,North America,30.473400115967,-87.186599731445
RDR,North America,47.961101532,-97.4011993408
HOU,North America,29.64539909,-95.27890015
BFK,North America,39.7016983032,-104.751998901
ORT,North America,62.9612999,-141.9290009
PAQ,North America,61.594898,-149.08901
PIT,North America,40.49150085,-80.23290253
BRW,North America,71.285402,-156.766008
EFD,North America,29.6072998047,-95.1587982178
NUW,North America,48.351799,-122.655998
ALI,North America,27.7409000397,-98.02690124510002
VAD,North America,30.9678001404,-83.1930007935
MIA,North America,25.79319953918457,-80.29060363769531
SEA,North America,47.449001,-122.308998
CHA,North America,35.035301208496094,-85.20379638671875
BDR,North America,41.16350173950195,-73.1261978149414
JAN,North America,32.3111991882,-90.0758972168
GLS,North America,29.265300750732425,-94.8603973388672
LGB,North America,33.81769943,-118.1520004
HDH,North America,21.5795001984,-158.197006226
IPT,North America,41.241798400878906,-76.92109680175781
IND,North America,39.7173,-86.294403
SZL,North America,38.73030090332,-93.547897338867
AKC,North America,41.0374984741,-81.4669036865
GWO,North America,33.4943008423,-90.0847015381
HPN,North America,41.06700134277344,-73.70760345458984
FOK,North America,40.8437004089,-72.6317977905
JBR,North America,35.83169937133789,-90.64640045166016
XSD,North America,37.7988014221,-116.78099823
LNA,North America,26.59300041,-80.08509827
NZY,North America,32.69919968,-117.2149963
BIF,North America,31.84950066,-106.3799973
YUM,North America,32.65660095,-114.6060028
CNM,North America,32.337501525878906,-104.26300048828124
DLH,North America,46.8420982361,-92.1936035156
BET,North America,60.77980042,-161.8379974
LOU,North America,38.2280006409,-85.6636962891
FHU,North America,31.588499069213867,-110.34400177001952
LIH,North America,21.97599983215332,-159.33900451660156
HUF,North America,39.4515,-87.307602
HVR,North America,48.54299927,-109.762001
MWH,North America,47.20769882,-119.3199997
MPV,North America,44.20349884,-72.56230164
RIC,North America,37.50519943237305,-77.3197021484375
SHV,North America,32.446602,-93.8256
CDV,North America,60.4917984,-145.4779968
ORF,North America,36.89459991455078,-76.20120239257812
BPT,North America,29.9507999420166,-94.02069854736328
SAV,North America,32.12760162,-81.20210266
HIF,North America,41.12403,-111.973086
OME,North America,64.51219940185547,-165.44500732421875
PIE,North America,27.91020012,-82.68740082
MNM,North America,45.126701,-87.638397
CXO,North America,30.351801,-95.414497
SCC,North America,70.19470215,-148.4649963
SAT,North America,29.533700942993164,-98.46980285644533
ROC,North America,43.118900299072266,-77.67240142822266
COF,North America,28.2348995209,-80.6100997925
TEB,North America,40.85010147089999,-74.060798645
RCA,North America,44.14500046,-103.1039963
RDU,North America,35.87760162353516,-78.7874984741211
DAY,North America,39.90240097045898,-84.21939849853516
ENA,North America,60.57310104370117,-151.2449951171875
MLC,North America,34.882401,-95.783501
IAG,North America,43.1072998046875,-78.94619750976562
CFD,North America,30.7157001495,-96.3313980103
LIY,North America,31.889099,-81.562303
PHF,North America,37.13190079,-76.49299622
ESF,North America,31.3948993683,-92.2957992554
LTS,North America,34.667098999,-99.2667007446
TUS,North America,32.1161003112793,-110.94100189208984
MIB,North America,48.4156,-101.358002
BAB,North America,39.136100769,-121.43699646
IKK,North America,41.07139968869999,-87.8462982178
GSB,North America,35.33940125,-77.96060181
PVD,North America,41.732601,-71.420403
SBY,North America,38.34049987792969,-75.51029968261719
BUR,North America,34.20069885253906,-118.35900115966795
DTW,North America,42.212398529052734,-83.35340118408203
TPA,North America,27.975500106811523,-82.533203125
PMB,North America,48.9425010681,-97.2407989502
POE,North America,31.0447998,-93.1917038
EIL,North America,64.66570282,-147.102005
HIB,North America,47.38660049,-92.83899689
LFK,North America,31.2339992523,-94.75
MAF,North America,31.9424991607666,-102.2020034790039
GRB,North America,44.48509979248047,-88.12960052490234
ADM,North America,34.30301,-97.0196342
WRI,North America,40.0155983,-74.59169769
AGS,North America,33.36989974975586,-81.9645004272461
ISN,North America,48.177898407,-103.641998291
LIT,North America,34.729400634799994,-92.2242965698
SWF,North America,41.50410079956055,-74.10479736328125
BDE,North America,48.7284011841,-94.612197876
SAC,North America,38.5125007629,-121.492996216
HOM,North America,59.645599365234375,-151.4770050048828
TBN,North America,37.74160004,-92.14070129
MGE,North America,33.91540146,-84.51629639
SKA,North America,47.6151008606,-117.65599823
HTL,North America,44.359798,-84.671095
PAM,North America,30.0695991516,-85.57540130619999
DFW,North America,32.896801,-97.038002
MLB,North America,28.10280036926269,-80.64530181884766
TCM,North America,47.1376991272,-122.475997925
AUS,North America,30.194499969482425,-97.6698989868164
LCK,North America,39.813801,-82.927803
MQT,North America,46.3535995483,-87.395401001
TYS,North America,35.81100082,-83.9940033
HLR,North America,31.1387004852,-97.7145004272
STL,North America,38.748697,-90.370003
MIV,North America,39.367802,-75.072197
SPS,North America,33.9888,-98.491898
LUK,North America,39.10329819,-84.41860199
ATL,North America,33.6367,-84.428101
MER,North America,37.38050079,-120.5680008
MCC,North America,38.66759872,-121.401001
GRR,North America,42.88079834,-85.52279663
INK,North America,31.7796001434,-103.200996399
FAT,North America,36.77619934082031,-119.71800231933594
VRB,North America,27.6556,-80.417901
IPL,North America,32.834201812699995,-115.57900238
BNA,North America,36.1245002746582,-86.6781997680664
LRD,North America,27.543800354003903,-99.46160125732422
EDF,North America,61.2509994506836,-149.8070068359375
OTZ,North America,66.88469696,-162.598999
AOO,North America,40.29639816,-78.31999969
DYS,North America,32.4207992554,-99.854598999
ELD,North America,33.22100067138672,-92.81330108642578
LGA,North America,40.77719879,-73.87259674
TLH,North America,30.396499633789062,-84.35030364990234
DPA,North America,41.90779877,-88.24859619
ACT,North America,31.611299514770508,-97.23049926757812
AUG,North America,44.3205986023,-69.7973022461
NIP,North America,30.2358,-81.680603
MKL,North America,35.599899,-88.915604
MKK,North America,21.15290069580078,-157.0959930419922
FTK,North America,37.9071006775,-85.9720993042
SJT,North America,31.35770034790039,-100.49600219726562
CXL,North America,32.6694984436,-115.513000488
CIC,North America,39.79539871,-121.8580017
BTV,North America,44.4719009399,-73.15329742429999
JAX,North America,30.49410057067871,-81.68789672851562
DRO,North America,37.1515007019,-107.753997803
IAD,North America,38.94449997,-77.45580292
CLL,North America,30.58860016,-96.36380005
SFF,North America,47.682800292969,-117.32299804688
MKE,North America,42.94720077514648,-87.89659881591797
ABI,North America,32.4113006592,-99.6819000244
COU,North America,38.81809997558594,-92.21959686279295
PDX,North America,45.58869934,-122.5979996
TNT,North America,25.861799240112,-80.897003173828
PBI,North America,26.68320083618164,-80.09559631347656
FTW,North America,32.819801,-97.362396
OGS,North America,44.6819000244,-75.46549987790002
FMH,North America,41.6584014893,-70.5214004517
BFI,North America,47.52999877929688,-122.302001953125
SKF,North America,29.38419914,-98.58110046
HNL,North America,21.32062,-157.924228
DSM,North America,41.53400039672852,-93.66310119628906
EWN,North America,35.0730018616,-77.04290008539999
SAN,North America,32.7336006165,-117.190002441
MLU,North America,32.51089859008789,-92.0376968383789
SSC,North America,33.97269821,-80.47059631
ONT,North America,34.055999755859375,-117.60099792480467
GVT,North America,33.0677986145,-96.0652999878
ROW,North America,33.30160140991211,-104.53099822998048
DET,North America,42.40919876,-83.00990295
BRO,North America,25.90679931640625,-97.4259033203125
DHN,North America,31.3213005065918,-85.44960021972656
WWD,North America,39.0084991455,-74.9083023071
NFL,North America,39.41659927,-118.7009964
MTC,North America,42.613463,-82.836919
FMN,North America,36.7411994934,-108.230003357
CRP,North America,27.77039909362793,-97.5011978149414
SYR,North America,43.11119842529297,-76.1063003540039
NQX,North America,24.57579994,-81.68890381
MDW,North America,41.785999,-87.752403
SJC,North America,37.362598,-121.929001
HOB,North America,32.6875,-103.2170029
PNE,North America,40.081902,-75.010597
DEN,North America,39.861698150635,-104.672996521
PHL,North America,39.87189865112305,-75.24109649658203
SUX,North America,42.40259933,-96.38439941
MCN,North America,32.69279861450195,-83.64920043945312
TCS,North America,33.2369003296,-107.272003174
PMD,North America,34.62939835,-118.0849991
RND,North America,29.52969933,-98.27890015
NJK,North America,32.829201,-115.671996
CMH,North America,39.998001,-82.891899
FYV,North America,36.00510025024414,-94.17009735107422
FSI,North America,34.64979935,-98.40219879
FFO,North America,39.8260993958,-84.0483016968
GAL,North America,64.73619843,-156.9369965
MWL,North America,32.7816009521,-98.0602035522
IAB,North America,37.62189865,-97.26820374
NBG,North America,29.82530022,-90.03500366
BFT,North America,32.4122009277,-80.6343994141
TXK,North America,33.45370101928711,-93.99099731445312
PBG,North America,44.6509017944336,-73.46810150146484
APG,North America,39.466202,-76.1688
TCC,North America,35.182800293,-103.602996826
ANC,North America,61.17440032958984,-149.99600219726562
GRK,North America,31.067199707,-97.8289031982
BLI,North America,48.79280090332031,-122.53800201416016
NQA,North America,35.356701,-89.8703
EKN,North America,38.88940048,-79.85710144
HFD,North America,41.736698150635,-72.649398803711
SFZ,North America,41.9207992554,-71.49140167239999
MOB,North America,30.691200256348,-88.242797851562
NUQ,North America,37.4161,-122.049004
SAF,North America,35.617099762,-106.088996887
BKH,North America,22.0228004456,-159.785003662
DRI,North America,30.8316993713,-93.3398971558
BSF,North America,19.760099411,-155.554000854
OLS,North America,31.4177,-110.848
MCF,North America,27.84930038,-82.52120209
BLV,North America,38.5452,-89.835197
OPF,North America,25.907,-80.278397
DRT,North America,29.3742008209,-100.927001953
RSW,North America,26.53619956970215,-81.75520324707031
AKN,North America,58.67679977,-156.6490021
MUI,North America,40.434799,-76.569397
JHM,North America,20.962900161743164,-156.67300415039062
JFK,North America,40.63980103,-73.77890015
HST,North America,25.48859978,-80.38359833
RAL,North America,33.95190048,-117.4449997
FLV,North America,39.3683013916,-94.9147033691
WAL,North America,37.9402008057,-75.4664001465
HMN,North America,32.8525009155,-106.107002258
NXX,North America,40.19979858,-75.14820099
CYS,North America,41.15570068,-104.8119965
SCK,North America,37.894199371338,-121.2379989624
CHS,North America,32.89860153,-80.04049683
RNO,North America,39.49909973144531,-119.76799774169922
KTN,North America,55.35559845,-131.7140045
YIP,North America,42.23789978,-83.53040314
VBG,North America,34.7373008728,-120.583999634
BHM,North America,33.56290054,-86.75350189
NEL,North America,40.03329849,-74.353302
SYA,North America,52.71229935,174.1139984
LSV,North America,36.2361984253,-115.033996582
RIV,North America,33.880699,-117.259003
MOD,North America,37.62580109,-120.9540024
SMF,North America,38.69540023803711,-121.59100341796876
UGN,North America,42.422199249268,-87.867897033691
COS,North America,38.805801,-104.700996
BUF,North America,42.94049835,-78.73220062
SKY,North America,41.4333992004,-82.6522979736
PAE,North America,47.90629959,-122.2819977
MUO,North America,43.043598,-115.872002
CDC,North America,37.70100021362305,-113.0989990234375
BDL,North America,41.9388999939,-72.68319702149999
MFE,North America,26.17580032,-98.23860168
NGU,North America,36.937599,-76.289299
CEF,North America,42.19400024,-72.53479767
LBB,North America,33.663601,-101.822998
ORD,North America,41.9786,-87.9048
BCT,North America,26.3784999847,-80.1076965332
FAI,North America,64.81510162,-147.8560028
CVS,North America,34.3828010559,-103.321998596
NGF,North America,21.4505004883,-157.768005371
OFF,North America,41.118301391602,-95.912498474121
GKN,North America,62.1548996,-145.4570007
ART,North America,43.99190139770508,-76.02169799804688
PSP,North America,33.8297004699707,-116.50700378417967
AMA,North America,35.219398,-101.706001
FOD,North America,42.55149841,-94.19259644
BAD,North America,32.5018005371,-93.6626968384
FOE,North America,38.9509010315,-95.6635971069
COT,North America,28.45669937,-99.22029877
ILM,North America,34.270599365234375,-77.90260314941406
BTR,North America,30.533199,-91.149597
TYR,North America,32.35409927368164,-95.40239715576172
BWI,North America,39.1754,-76.668297
HBR,North America,34.991317,-99.051313
LNY,North America,20.785600662231445,-156.9510040283203
AEX,North America,31.32740020751953,-92.54979705810548
WSD,North America,32.34149933,-106.4029999
CDB,North America,55.20610046386719,-162.72500610351562
TUL,North America,36.19839859008789,-95.88809967041016
SIT,North America,57.04710006713867,-135.36199951171875
ISP,North America,40.79520035,-73.10019684
MSP,North America,44.882,-93.221802
ILG,North America,39.67869949,-75.60649872
DUT,North America,53.900100708,-166.544006348
MSY,North America,29.99340057373047,-90.25800323486328
PWM,North America,43.64619827,-70.30930328
OKC,North America,35.39310073852539,-97.60070037841795
ALB,North America,42.74829864501953,-73.80169677734375
VDZ,North America,61.13389969,-146.2480011
LFI,North America,37.082901001,-76.360496521
SNA,North America,33.67570114,-117.8679962
CBM,North America,33.6437988281,-88.44380187990001
TMB,North America,25.6478996277,-80.432800293
NTU,North America,36.820702,-76.033501
GUS,North America,40.6481018066,-86.1520996094
CPR,North America,42.908001,-106.463997
VPS,North America,30.4832,-86.525398
SEM,North America,32.343898773193,-86.987800598145
EYW,North America,24.556100845336918,-81.75959777832031
CLT,North America,35.2140007019043,-80.94309997558594
LAS,North America,36.08010101,-115.1520004
MCO,North America,28.429399490356445,-81.30899810791016
FLO,North America,34.18539810180664,-79.7238998413086
GTF,North America,47.48199844,-111.3710022
YNG,North America,41.26070023,-80.67910004
FBK,North America,64.83750153,-147.6139984
WRB,North America,32.6400985718,-83.5919036865
BKK,Asia,13.681099891662598,100.74700164794922
NAH,Asia,3.6832098960876474,125.52799987792967
MXB,Asia,-2.55803,120.323997
SQR,Asia,-2.5311999320983887,121.35800170898438
TTR,Asia,-3.0447399616241,119.82199859619
KDI,Asia,-4.081610202789307,122.41799926757812
SBG,Asia,5.87412977219,95.3396987915
TSY,Asia,-7.346600055690001,108.246002197
MLG,Asia,-7.926559925079999,112.714996338
BDO,Asia,-6.900629997253418,107.57599639892578
CBN,Asia,-6.756140232090001,108.540000916
JOG,Asia,-7.788179874420166,110.43199920654295
CXP,Asia,-7.645060062410001,109.033996582
PCB,Asia,-6.336959838867188,106.76499938964844
SRG,Asia,-6.97273,110.375
BTH,Asia,1.12102997303,104.119003296
TJQ,Asia,-2.74571990967,107.754997253
PGK,Asia,-2.16219997406,106.138999939
TNJ,Asia,0.922683000565,104.531997681
SIQ,Asia,-0.47918900847435,104.5790023803711
BDJ,Asia,-3.4423599243164062,114.76300048828124
BTW,Asia,-3.4124100208300003,115.995002747
PKN,Asia,-2.70519995689,111.672996521
PKY,Asia,-2.22513008118,113.943000793
MOF,Asia,-8.64064979553,122.236999512
ENE,Asia,-8.8492898941,121.661003113
RTG,Asia,-8.5970096588135,120.47699737549
KOE,Asia,-10.171600341796877,123.6709976196289
LBJ,Asia,-8.48666,119.889
BPN,Asia,-1.26827001572,116.893997192
TRK,Asia,3.326667,117.569444
SRI,Asia,-0.484530985355,117.156997681
TSX,Asia,-0.0929730013013,117.45300293
AMI,Asia,-8.560709953309999,116.095001221
BMU,Asia,-8.5396499633789,118.68699645996
WGP,Asia,-9.66922,120.302002
SUB,Asia,-7.379829883575439,112.78700256347656
SOC,Asia,-7.516089916229248,110.75700378417967
ICN,Asia,37.46910095214844,126.45099639892578
CNX,Asia,18.7667999268,98.962600708
CEI,Asia,19.952299118,99.8828964233
NST,Asia,8.539620399475098,99.9447021484375
NAK,Asia,14.94950008392334,102.31300354003906
KOP,Asia,17.383800506591797,104.64299774169922
UBP,Asia,15.2512998581,104.870002747
KKC,Asia,16.466600418099997,102.783996582
THS,Asia,17.238000869750977,99.81819915771484
DPS,Asia,-8.7481698989868,115.16699981689
ATH,Europe,37.9364013672,23.9444999695
NGO,Asia,34.8583984375,136.80499267578125
UKB,Asia,34.6328010559082,135.2239990234375
PUW,North America,46.7439,-117.110001
LWS,North America,46.3745002746582,-117.01499938964844
ELM,North America,42.1599006652832,-76.8916015625
ITH,North America,42.49100112915039,-76.4583969116211
MRY,North America,36.58700180053711,-121.84300231933594
SBA,North America,34.42620087,-119.8399963
DAB,North America,29.179899,-81.058098
LPX,Europe,56.51750183105469,21.096900939941406
RIX,Europe,56.92359924316406,23.971099853515625
SQQ,Europe,55.89390182495117,23.395000457763672
HLJ,Europe,56.07059860229492,23.5580997467041
KUN,Europe,54.96390151977539,24.084800720214844
PLQ,Europe,55.97320175170898,21.093900680541992
VNO,Europe,54.634102,25.285801
PNV,Europe,55.729400634765625,24.46080017089844
EVN,Asia,40.1473007202,44.3959007263
LWN,Asia,40.7504005432,43.859298706100006
ASA,Africa,13.071800231933594,42.64500045776367
ASM,Africa,15.291899681091309,38.91070175170898
MSW,Africa,15.670000076293944,39.37009811401367
GZA,Asia,31.24640083313,34.276100158691
BUS,Asia,41.6102981567,41.5997009277
KUT,Asia,42.176700592,42.4826011658
TBS,Asia,41.6692008972,44.95470047
RIY,Asia,14.662599563598633,49.375
TAI,Asia,13.6859998703,44.1390991211
HOD,Asia,14.753000259399414,42.97629928588867
ADE,Asia,12.829500198364258,45.02880096435547
AXK,Asia,14.551300048828123,46.82619857788086
AAY,Asia,16.191699981689453,52.17499923706055
SAH,Asia,15.476300239562988,44.21969985961914
BHN,Asia,14.781999588012695,45.72010040283203
SCT,Asia,12.63070011138916,53.905799865722656
FMM,Europe,47.9888000488,10.2395000458
NAV,Asia,38.7719,34.5345
EZE,South America,-34.8222,-58.5358
EBL,Asia,36.23759841918945,43.96319961547852
EMD,Oceania,-23.5674991608,148.179000854
HEW,Europe,37.893299,23.726101
KIX,Asia,34.42729949951172,135.24400329589844
JRB,North America,40.70119858,-74.00900269
TAG,Asia,9.665442,123.853533
JAV,North America,69.2432022095,-51.0570983887
JCH,North America,68.822815547,-51.1734473705
JEG,North America,68.7218017578,-52.7846984863
PMI,Europe,39.551700592,2.73881006241
DRW,Oceania,-12.41469955444336,130.8769989013672
URT,Asia,9.13259983063,99.135597229
TKA,North America,62.320499420166,-150.09399414062
GZM,Europe,36.027199,14.2728
HVN,North America,41.26369858,-72.88680267
AVL,North America,35.43619918823242,-82.54180145263672
GSO,North America,36.097801208496094,-79.93730163574219
FSD,North America,43.5820007324,-96.741897583
AYQ,Oceania,-25.1861,130.975998
MHT,North America,42.932598,-71.435699
APF,North America,26.1525993347,-81.7752990723
RDN,Asia,5.765279769897461,103.00700378417967
SDF,North America,38.1744,-85.736
CHO,North America,38.13859939575195,-78.4529037475586
ROA,North America,37.3255,-79.975403
LEX,North America,38.0364990234375,-84.60590362548828
EVV,North America,38.0369987488,-87.5324020386
ABQ,North America,35.040199,-106.609001
BZN,North America,45.77750015,-111.1529999
BIL,North America,45.80770111083984,-108.54299926757812
BTM,North America,45.95479965209961,-112.49700164794922
TVC,North America,44.74140167236328,-85.58219909667969
FRS,North America,16.913799285899998,-89.86640167239999
BHB,North America,44.45000076,-68.3615036
RKD,North America,44.06010056,-69.09919739
JAC,North America,43.6072998046875,-110.73799896240234
RFD,North America,42.19540023803711,-89.09719848632812
DME,Asia,55.40879821777344,37.90629959106445
SYX,Asia,18.30290031433105,109.41200256347656
MFN,Oceania,-44.673301696777344,167.92300415039062
LJG,Asia,26.6800003052,100.246002197
GSP,North America,34.8956985474,-82.2189025879
BMI,North America,40.47710037,-88.91590118
GPT,North America,30.40730094909668,-89.07009887695312
AZO,North America,42.234901428222656,-85.5521011352539
TOL,North America,41.58679962,-83.80780029
FWA,North America,40.97850037,-85.19509888
DEC,North America,39.834598541259766,-88.8656997680664
CID,North America,41.88470077514648,-91.71080017089844
LSE,North America,43.879002,-91.256699
CWA,North America,44.7775993347,-89.6668014526
PIA,North America,40.664199829100006,-89.6932983398
ATW,North America,44.2580986023,-88.5190963745
RST,North America,43.90829849243164,-92.5
CMI,North America,40.03919983,-88.27809906
MHK,North America,39.14099884033203,-96.6707992553711
KGC,Oceania,-35.71390151977539,137.52099609375
HVB,Oceania,-25.3188991547,152.880004883
DLU,Asia,25.649401,100.319
MZV,Asia,4.048329830169678,114.80500030517578
SSH,Africa,27.9773006439,34.3950004578
FKL,North America,41.3778991699,-79.8603973389
NBO,Africa,-1.31923997402,36.9277992249
SEU,Africa,-2.45806,34.822498
FTE,South America,-50.2803,-72.053101
ARM,Oceania,-30.5280990601,151.617004395
GJT,North America,39.1223983765,-108.527000427
SGU,North America,37.036389,-113.510306
DWH,North America,30.0618000031,-95.5528030396
SRQ,North America,27.39539909362793,-82.55439758300781
BDA,North America,32.36399841308594,-64.67870330810547
VNY,North America,34.209800720215,-118.48999786377
MLI,North America,41.44850158691406,-90.50749969482422
PFN,North America,30.212099,-85.6828
HIR,Oceania,-9.4280004501343,160.05499267578
PPT,Oceania,-17.553699,-149.606995
INU,Oceania,-0.547458,166.919006
FUN,Oceania,-8.525,179.195999
OVB,Asia,55.012599945068,82.650703430176
XKH,Asia,19.450001,103.157997
BIS,North America,46.77270126342773,-100.74600219726562
TEX,North America,37.9538002,-107.9079971
HGN,Asia,19.301300048828125,97.97579956054688
RAP,North America,44.0452995300293,-103.05699920654295
CLD,North America,33.12829971,-117.2799988
FNT,North America,42.96540069580078,-83.74359893798828
DVO,Asia,7.1255202293396,125.64600372314452
FNC,Europe,32.697899,-16.7745
STM,South America,-2.424721956253052,-54.785831451416016
KOS,Asia,10.57970047,103.637001038
YOA,North America,64.6988983154,-110.614997864
NPE,Oceania,-39.465801,176.869995
LEV,Oceania,-17.7110996246,178.759002686
LXA,Asia,29.2978000641,90.9119033813
RDD,North America,40.50899887,-122.2929993
EUG,North America,44.12459945678711,-123.21199798583984
IDA,North America,43.514599,-112.070999
MFR,North America,42.37419891357422,-122.8730010986328
KBZ,Oceania,-42.42499923706055,173.60499572753906
RDM,North America,44.2541008,-121.1500015
PCN,Oceania,-41.346099853516,173.95599365234
WDH,Africa,-22.4799,17.4709
YWH,North America,48.4249858939,-123.388867378
TNA,Asia,36.857200622558594,117.21600341796876
CZX,Asia,31.919701,119.778999
YBP,Asia,28.8005555556,104.545
TJM,Asia,57.1896018982,65.3243026733
CAK,North America,40.91609954833984,-81.44219970703125
HSV,North America,34.637199401855,-86.775100708008
PKB,North America,39.34510040283203,-81.43920135498047
MGM,North America,32.30059814,-86.39399719
TRI,North America,36.475201,-82.407401
PAH,North America,37.06079864501953,-88.7738037109375
JIB,Africa,11.547300338745115,43.15950012207031
HAK,Asia,19.93490028381348,110.45899963378906
MFA,Africa,-7.917478,39.668502
PGA,North America,36.92610168,-111.447998
UII,North America,16.1131,-86.880302
FCA,North America,48.31050109863281,-114.25599670410156
MBS,North America,43.532901763916016,-84.07959747314453
BGM,North America,42.20869827,-75.97979736
BGW,Asia,33.262500762900004,44.2346000671
NNT,Asia,18.807899475097656,100.78299713134766
ROI,Asia,16.11680030822754,103.77400207519533
BFV,Asia,15.229499816894531,103.25299835205078
TDX,Asia,12.274600029,102.319000244
BLH,North America,33.6192016602,-114.717002869
IQA,Asia,33.7855987549,42.4412002563
TQD,Asia,33.33810043335,43.597099304199
XQC,Asia,33.940200805699995,44.361598968500005
CRK,Asia,15.186,120.559998
SDK,Asia,5.900899887084961,118.05899810791016
LXG,Asia,20.966999,101.400002
ODY,Asia,20.68269920349121,101.99400329589844
SHE,Asia,41.63980102539063,123.48300170898438
DOY,Asia,37.5085983276,118.788002014
MNI,North America,16.791400909423828,-62.19329833984375
PSG,North America,56.80170059,-132.9450073
LYA,Asia,34.741100311299995,112.388000488
XUZ,Asia,34.059056,117.555278
MWQ,Asia,20.1656,94.941399
KHM,Asia,25.988300323486328,95.67440032958984
DLI,Asia,11.75,108.366997
VDH,Asia,17.515,106.590556
VKG,Asia,9.95802997234,105.132379532
CAH,Asia,9.177667,105.177778
VCL,Asia,15.4033002853,108.706001282
TBB,Asia,13.0495996475,109.333999634
PYY,Asia,19.3719997406,98.43699646
BWK,Europe,43.28570175170898,16.67970085144043
NSI,Africa,3.722559928894043,11.553299903869627
CKY,Africa,9.57689,-13.612
AAH,Europe,50.823055267333984,6.186388969421387
FKB,Europe,48.7793998718,8.08049964905
SFB,North America,28.7775993347168,-81.23750305175781
JST,North America,40.31610107421875,-78.83390045166016
LUA,Asia,27.686899185180664,86.72969818115234
BHP,Asia,27.14739990234375,87.05079650878906
LDN,Asia,27.25309944152832,86.66999816894531
JMO,Asia,28.780426,83.723
NGX,Asia,28.641399,84.089203
PPL,Asia,27.517787,86.584454
RUM,Asia,27.30349922180176,86.55039978027344
DNP,Asia,28.111099243164062,82.29419708251953
RUK,Asia,28.627001,82.195
JUM,Asia,29.2742,82.193298
TPJ,Asia,27.3509,87.69525
TMI,Asia,27.315001,87.193298
SKH,Asia,28.586,81.636002
IMK,Asia,29.971099853515625,81.81890106201172
DOP,Asia,28.985700607299805,82.81909942626953
BJH,Asia,29.53899955749512,81.1854019165039
DHI,Asia,28.75329971313477,80.58190155029297
MWX,Asia,34.991406,126.382814
JTY,Europe,36.5798988342,26.3757991791
JIK,Europe,37.6827011108,26.3470993042
JKL,Europe,36.9632987976,26.9405994415
MLO,Europe,36.696899,24.4769
JNX,Europe,37.0811004639,25.3680992126
PAS,Europe,37.020495,25.113195
KZS,Europe,36.1417007446,29.576400756799995
RMF,Africa,25.557100296,34.5836982727
NRN,Europe,51.6024017334,6.14216995239
USU,Asia,12.1215000153,120.099998474
BXU,Asia,8.9515,125.4788
DPL,Asia,8.60198349877,123.341875076
LAO,Asia,18.1781005859375,120.53199768066406
LGP,Asia,13.1575,123.735
OZC,Asia,8.178509712219238,123.84200286865234
CEB,Asia,10.307499885559,123.97899627686
NOD,Europe,53.6330566406,7.19027805328
JUI,Europe,53.68111038208008,7.055832862854004
BPS,South America,-16.438601,-39.080898
QIG,South America,-6.346640110015869,-39.29380035400391
PMW,South America,-10.2915000916,-48.35699844359999
CLV,South America,-17.725299835205,-48.607498168945
MSO,North America,46.91630173,-114.0910034
BKQ,Oceania,-24.427799224900003,145.429000854
BDB,Oceania,-24.9039001465,152.319000244
GCN,North America,35.95240020751953,-112.14700317382812
SGR,North America,29.622299194336,-95.65650177002
APA,North America,39.57009888,-104.848999
CVN,North America,34.4250984192,-103.07900238
FST,North America,30.9157009125,-102.916000366
LVS,North America,35.6542015076,-105.141998291
IWS,North America,29.8181991577,-95.6725997925
LRU,North America,32.289398193359375,-106.9219970703125
BKD,North America,32.71900177,-98.8909988403
TPL,North America,31.15250015258789,-97.40779876708984
OZA,North America,30.735300064087,-101.20300292969
KDM,Asia,0.4881309866905212,72.99690246582031
LAK,North America,68.223297,-135.00599
YWJ,North America,65.21109771728516,-123.43599700927734
ZFN,North America,64.909697,-125.572998
YGH,North America,66.24079895019531,-128.6510009765625
TAH,Oceania,-19.45509910583496,169.2239990234375
YPC,North America,69.3608381154,-124.075469971
SRZ,South America,-17.8115997314,-63.1715011597
SAB,North America,17.645000457763672,-63.220001220703125
EGE,North America,39.64260101,-106.9179993
SKN,Europe,68.578826904297,15.033416748047
CGF,North America,41.5651016235,-81.4863967896
MFD,North America,40.82139968869999,-82.5166015625
CSG,North America,32.516300201416016,-84.93890380859375
LAW,North America,34.5676994324,-98.4166030884
FNL,North America,40.451804,-105.011
FLG,North America,35.13850021,-111.6709976
TVL,North America,38.89390182495117,-119.99500274658205
TWF,North America,42.4818,-114.487999
MVY,North America,41.3931007385,-70.6143035889
CON,North America,43.20270157,-71.50229645
GON,North America,41.3301010131836,-72.04509735107422
STC,North America,45.54660034179688,-94.05989837646484
BPE,Asia,39.666389,119.058889
GTR,North America,33.450298309299995,-88.5914001465
GOJ,Asia,56.230098724365,43.784000396729
HQM,North America,46.9711990356,-123.93699646
ERI,North America,42.0831270134,-80.1738667488
HYA,North America,41.66930008,-70.28040314
SPR,North America,17.9139,-87.9711
