IATA,Continent,Latitude,Longitude
AOK,Europe,35.4213981628418,27.145999908447266
CFU,Europe,39.601898193359375,19.911699295043945
KSJ,Europe,35.4213981628,26.9099998474
KVA,Europe,40.91329956054688,24.619199752807617
KZI,Europe,40.28609848022461,21.84079933166504
LRS,Europe,37.184898,26.800301
LXS,Europe,39.917098999,25.236299514799995
LRA,Europe,39.650253,22.4655
JMK,Europe,37.43510055541992,25.348100662231445
MJT,Europe,39.0567016602,26.5983009338
PVK,Europe,38.92549896240234,20.765300750732425
RHO,Europe,36.405399322509766,28.086200714111328
GPA,Europe,38.1511,21.4256
CHQ,Europe,35.531700134277344,24.14970016479492
JSI,Europe,39.17710113525391,23.503700256347656
SMI,Europe,37.68999862670898,26.911699295043945
SPJ,Europe,36.973899841308594,22.52630043029785
JTR,Europe,36.399200439453125,25.47929954528809
JSH,Europe,35.21609878540039,26.101299285888672
SKU,Europe,38.9676017761,24.4871997833
SKG,Europe,40.51969909667969,22.97089958190918
ZTH,Europe,37.7509,20.8843
BUD,Europe,47.42976,19.261093
DEB,Europe,47.48889923095703,21.61529922485352
CRV,Europe,38.9972,17.0802
BRI,Europe,41.138901,16.760599
FOG,Europe,41.432899,15.535
TAR,Europe,40.517502,17.4032
LCC,Europe,40.239201,18.133301
PSR,Europe,42.431702,14.1811
BDS,Europe,40.6576,17.947001
SUF,Europe,38.905399,16.2423
CTA,Europe,37.466801,15.0664
LMP,Europe,35.497898,12.6181
PNL,Europe,36.816502,11.9689
PMO,Europe,38.175999,13.091
REG,Europe,38.071201,15.6516
TPS,Europe,37.9114,12.488
NSY,Europe,37.401699,14.9224
AHO,Europe,40.632099,8.29077
DCI,Europe,39.354198,8.97248
CAG,Europe,39.251499,9.05428
OLB,Europe,40.898701,9.51763
TTB,Europe,39.9188,9.68298
MXP,Europe,45.6306,8.72811
BGY,Europe,45.673901,9.70417
TRN,Europe,45.200802,7.64963
ALL,Europe,44.050598,8.12743
GOA,Europe,44.4133,8.8375
LIN,Europe,45.445099,9.27674
PMF,Europe,44.824501,10.2964
CUF,Europe,44.547001,7.62322
AVB,Europe,46.031898,12.596503
BZO,Europe,46.460201,11.3264
BLQ,Europe,44.5354,11.2887
TSF,Europe,45.648399,12.1944
FRL,Europe,44.194801,12.0701
VBS,Europe,45.428902,10.3306
TRS,Europe,45.827499,13.4722
RMI,Europe,44.020302,12.6117
VIC,Europe,45.573399,11.5295
QPA,Europe,45.395802,11.8479
VRN,Europe,45.395699,10.8885
VCE,Europe,45.505299,12.3519
SAY,Europe,43.256302,11.255
CIA,Europe,41.7994,12.5949
FCO,Europe,41.8002778,12.2388889
EBA,Europe,42.7603,10.2394
QLT,Europe,41.5424,12.909
NAP,Europe,40.886002,14.2908
PSA,Europe,43.683899,10.3927
FLR,Europe,43.810001,11.2051
GRS,Europe,42.759701,11.0719
PEG,Europe,43.095901,12.5132
LJU,Europe,46.223701,14.4576
MBX,Europe,46.47990036010742,15.686100006103516
POW,Europe,45.4734001159668,13.614999771118164
UHE,Europe,49.02939987182617,17.439699172973633
KLV,Europe,50.20299911499024,12.914999961853027
OSR,Europe,49.6963005065918,18.111099243164062
PED,Europe,50.01340103149414,15.73859977722168
PRV,Europe,49.42580032348633,17.404699325561523
PRG,Europe,50.1008,14.26
BRQ,Europe,49.15129852294922,16.694400787353516
VOD,Europe,50.216599,14.3958
TLV,Asia,32.01139831542969,34.88669967651367
BEV,Asia,31.287000656128,34.722999572754
ETH,Asia,29.56130027770996,34.96009826660156
EIY,Asia,30.621700286865234,35.20330047607422
HFA,Asia,32.80939865112305,35.04309844970703
RPN,Asia,32.98099899291992,35.5718994140625
MTZ,Asia,31.32819938659668,35.38859939575195
VTM,Asia,31.2082996368,35.012298584
VDA,Asia,29.94029998779297,34.93579864501953
MIP,Asia,30.776100158691406,34.66669845581055
SDV,Asia,32.11470031738281,34.78219985961914
MLA,Europe,35.857498,14.4775
GRZ,Europe,46.9911003112793,15.439599990844728
INN,Europe,47.260201,11.344
LNZ,Europe,48.2332,14.1875
SZG,Europe,47.7933006287,13.0043001175
VIE,Europe,48.110298156738,16.569700241089
AVR,Europe,38.883301,-9.0301
SMA,Europe,36.97140121459961,-25.17060089111328
BGC,Europe,41.8578,-6.70713
BYJ,Europe,38.078899,-7.9324
BGZ,Europe,41.5871009827,-8.445139884949999
CAT,Europe,38.724998,-9.35523
FLW,Europe,39.455299377441406,-31.13139915466309
FAO,Europe,37.0144004822,-7.96590995789
GRW,Europe,39.09220123291016,-28.029800415039062
HOR,Europe,38.519901275634766,-28.715900421142575
TER,Europe,38.761799,-27.090799
QLR,Europe,39.828335,-8.8875
PDL,Europe,37.7411994934,-25.6979007721
PIX,Europe,38.554298,-28.441299
PRM,Europe,37.1493,-8.58396
OPO,Europe,41.2481002808,-8.68138980865
PXO,Europe,33.0733985901,-16.3500003815
LIS,Europe,38.7813,-9.13592
SJZ,Europe,38.66550064086914,-28.175800323486328
VRL,Europe,41.2743,-7.72047
VSE,Europe,40.725498,-7.88899
OMO,Europe,43.282901763916016,17.84589958190918
SJJ,Europe,43.82460021972656,18.331499099731445
ARW,Europe,46.17660140991211,21.261999130249023
BCM,Europe,46.52190017700195,26.91029930114746
BAY,Europe,47.65840148925781,23.46999931335449
BBU,Europe,44.50320053100586,26.102100372314453
CND,Europe,44.36220169067383,28.488300323486328
CLJ,Europe,46.78519821166992,23.686199188232425
CSB,Europe,45.41999816894531,22.25329971313477
CRA,Europe,44.31809997558594,23.888599395751957
IAS,Europe,47.17850112915039,27.6205997467041
OMR,Europe,47.025299072265625,21.90250015258789
OTP,Europe,44.5711111,26.085
SBZ,Europe,45.78559875488281,24.09129905700684
SUJ,Europe,47.70330047607422,22.88570022583008
SCV,Europe,47.6875,26.35409927368164
TCE,Europe,45.0625,28.71430015563965
TGM,Europe,46.46770095825195,24.412500381469727
TSR,Europe,45.80989837646485,21.337900161743164
GVA,Europe,46.23809814453125,6.108950138092041
SIR,Europe,46.2196006775,7.326759815220001
EML,Europe,47.092444,8.305184
LUG,Europe,46.00429916379999,8.9105796814
BRN,Europe,46.914100647,7.497149944309999
ZHI,Europe,47.181599,7.41719
ZRH,Europe,47.464699,8.54917
ACH,Europe,47.4850006104,9.560770034789998
SMV,Europe,46.53409957885742,9.884110450744627
ESB,Asia,40.1281013489,32.995098114
ANK,Asia,39.949798584,32.6885986328
ADA,Asia,36.9822006226,35.2803993225
UAB,Asia,37.0021018982,35.4258995056
AFY,Asia,38.726398468,30.6011009216
AYT,Asia,36.898701,30.800501
GZT,Asia,36.9472007751,37.4786987305
KYA,Asia,37.979,32.561901
MZH,Asia,40.829399,35.521999
VAS,Asia,39.813801,36.9035
MLX,Asia,38.4352989197,38.0909996033
ASR,Asia,38.770401001,35.4953994751
TJK,Asia,40.307430267333984,36.367408752441406
DNZ,Asia,37.7855987549,29.7012996674
ISL,Asia,40.976898,28.8146
BZI,Asia,39.61930084228516,27.926000595092773
BDM,Asia,40.31800079345703,27.97769927978516
ESK,Asia,39.7840995789,30.5820999146
ADB,Asia,38.2924003601,27.156999588
IGL,Asia,38.5130004883,27.010099411
KCO,Asia,40.73500061035156,30.08329963684082
DLM,Asia,36.7131004333,28.7924995422
BXN,Asia,37.140098571777344,27.669700622558597
EZS,Asia,38.6068992615,39.2914009094
DIY,Asia,37.893901825,40.2010002136
ERC,Asia,39.7102012634,39.5270004272
ERZ,Asia,39.9565010071,41.17020034789999
TZX,Asia,40.99509811401367,39.78969955444336
VAN,Asia,38.46820068359375,43.332298278808594
BAL,Asia,37.9290008545,41.1166000366
SXZ,Asia,37.97890090942383,41.84040069580078
BZY,Europe,47.843056,27.777222
KIV,Europe,46.92770004272461,28.93099975585937
OHD,Europe,41.18,20.7423
SKP,Europe,41.961601,21.621401
GIB,Europe,36.1511993408,-5.3496599197400005
BEG,Europe,44.8184013367,20.3090991974
INI,Europe,43.337299,21.853701
TGD,Europe,42.359402,19.2519
PRN,Europe,42.5728,21.035801
TIV,Europe,42.40470123291016,18.72330093383789
BTS,Europe,48.17020034790039,17.21269989013672
KSC,Europe,48.66310119628906,21.241100311279297
PZY,Europe,48.62519836425781,17.828399658203125
SLD,Europe,48.63779830932617,19.13409996032715
TAT,Europe,49.073600769,20.2411003113
NCA,North America,21.9175,-71.939598
PLS,North America,21.77359962463379,-72.26589965820312
XSC,North America,21.5156993866,-71.528503418
BRX,North America,18.25149917602539,-71.12039947509766
CBJ,North America,17.929000854492188,-71.6447982788086
LRM,North America,18.45070075988769,-68.91179656982422
PUJ,North America,18.5673999786,-68.36340332030001
POP,North America,19.75790023803711,-70.56999969482422
SDQ,North America,18.42970085144,-69.668899536133
STI,North America,19.406099319458008,-70.60469818115234
CBV,North America,15.468999862670898,-90.40670013427734
GUA,North America,14.5833,-90.527496
RER,North America,14.520999908447266,-91.69730377197266
GSJ,North America,13.9362001419,-90.8358001709
LCE,North America,15.7425,-86.852997
SAP,North America,15.4526,-87.923599
GJA,North America,16.4454,-85.906601
RTB,North America,16.316799,-86.523003
TEA,North America,15.7759,-87.4758
TGU,North America,14.06089973449707,-87.21720123291016
TJI,North America,15.9268,-85.938202
OCJ,North America,18.404199600219727,-76.96900177001953
KIN,North America,17.935699462890625,-76.7874984741211
MBJ,North America,18.503700256347656,-77.91339874267578
POT,North America,18.1987991333,-76.53450012210001
KTP,North America,17.98859977722168,-76.82379913330078
ACA,North America,16.757099151611328,-99.75399780273438
NTR,North America,25.865601,-100.237
AGU,North America,21.705601,-102.318001
HUX,North America,15.7753,-96.262604
CVJ,North America,18.834800720214844,-99.26129913330078
ACN,North America,29.332899,-101.098998
CME,North America,18.65369987487793,-91.79900360107422
NCG,North America,30.3974,-107.875
CUL,North America,24.7644996643,-107.474998474
CTM,North America,18.50469970703125,-88.32679748535156
CEN,North America,27.39259910583496,-109.83300018310548
CPE,North America,19.816799163800003,-90.5002975464
CJS,North America,31.63610076904297,-106.4290008544922
CUU,North America,28.702899932900003,-105.964996338
CVM,North America,23.7033004761,-98.9564971924
CZM,North America,20.52239990234375,-86.92559814453125
DGO,North America,24.1242008209,-104.527999878
TPQ,North America,21.4195,-104.843002
ESE,North America,31.7953,-116.602997
GDL,North America,20.52179908752441,-103.31099700927734
GYM,North America,27.9689998626709,-110.9250030517578
TCN,North America,18.49720001220703,-97.4198989868164
HMO,North America,29.095899581900003,-111.047996521
CLQ,North America,19.277,-103.577002
ISJ,North America,21.2450008392334,-86.73999786376953
SLW,North America,25.54949951171875,-100.9290008544922
IZT,North America,16.449301,-95.093697
LZC,North America,18.0016994476,-102.221000671
LMM,North America,25.6851997375,-109.081001282
BJX,North America,20.9935,-101.481003
LAP,North America,24.0727005005,-110.361999512
LTO,North America,25.989200592041016,-111.3479995727539
MAM,North America,25.7698993683,-97.5252990723
MID,North America,20.9370002747,-89.657699585
MXL,North America,32.6306,-115.241997
MLM,North America,19.849899292,-101.025001526
MTT,North America,18.1033992767,-94.5807037354
LOV,North America,26.9557,-101.470001
MEX,North America,19.4363,-99.072098
MTY,North America,25.7784996033,-100.107002258
MZT,North America,23.1613998413,-106.26599884
NOG,North America,31.22610092163086,-110.97599792480467
NLD,North America,27.4438991547,-99.5705032349
OAX,North America,16.9999008179,-96.726600647
PAZ,North America,20.6026992798,-97.4608001709
PBC,North America,19.1581001282,-98.3713989258
PPE,North America,31.351987,-113.305177
PDS,North America,28.627399,-100.535004
UPN,North America,19.396699905395508,-102.03900146484376
PVR,North America,20.680099487304688,-105.25399780273438
PXM,North America,15.8769,-97.089103
QRO,North America,20.6173,-100.185997
REX,North America,26.0089,-98.2285
SJD,North America,23.15180015563965,-109.72100067138672
SFH,North America,30.930200576782,-114.80899810791
SLP,North America,22.254299163800003,-100.930999756
TRC,North America,25.5683002472,-103.411003113
TGZ,North America,16.5636005402,-93.0224990845
TIJ,North America,32.541099548339844,-116.97000122070312
TAM,North America,22.2964000702,-97.8658981323
TSL,North America,22.0383,-98.806502
TLC,North America,19.3370990753,-99.56600189210002
TAP,North America,14.7943000793,-92.3700027466
CUN,North America,21.036500930800003,-86.8770980835
VSA,North America,17.996999740600586,-92.81739807128906
VER,North America,19.1459007263,-96.1873016357
ZCL,North America,22.8971004486,-102.68699646
ZIH,North America,17.601600647,-101.460998535
ZMM,North America,20.045,-102.276001
ZLO,North America,19.1448001862,-104.558998108
BEF,North America,11.991000175476074,-83.77410125732422
MGA,North America,12.14150047302246,-86.16819763183594
PUZ,North America,14.047200202941896,-83.38670349121094
BOC,North America,9.340849876403809,-82.25080108642578
CHX,North America,9.458962,-82.515062
DAV,North America,8.390999794006348,-82.43499755859375
BLB,North America,8.91479,-79.599602
PAC,North America,8.973340034484863,-79.55560302734375
SYP,North America,8.085599899291992,-80.94529724121094
PTY,North America,9.0713596344,-79.3834991455
BAI,North America,9.163949,-83.330171
OTR,North America,8.60155963897705,-82.96859741210938
JAP,North America,9.98141002655,-84.7726974487
GLF,North America,8.654009819030762,-83.18219757080078
GPL,North America,10.2172002792,-83.79699707030001
LIR,North America,10.5933,-85.544403
LSL,North America,11.035300254821776,-84.70610046386719
LIO,North America,9.95796012878418,-83.02200317382812
NOB,North America,9.97649002075,-85.65299987790002
SJO,North America,9.993860244750977,-84.20880126953125
PMZ,North America,8.951029777526855,-83.46859741210938
XQP,North America,9.443160057067873,-84.12979888916016
TOO,North America,8.826109886169434,-82.95890045166016
SAL,North America,13.4409,-89.055702
CYA,North America,18.27109909057617,-73.78829956054688
CAP,North America,19.733,-72.194702
JAK,North America,18.241100311279297,-72.51850128173828
PAP,North America,18.57999992370605,-72.2925033569336
BCA,North America,20.36529922485352,-74.5062026977539
BYM,North America,20.39640045166016,-76.62139892578125
AVI,North America,22.027099609375,-78.78959655761719
CCC,North America,22.4610004425,-78.32839965820001
CFG,North America,22.149999618530277,-80.41419982910156
CYO,North America,21.6165008545,-81.5459976196
CMW,North America,21.420299530029297,-77.84750366210938
SCU,North America,19.96980094909668,-75.83540344238281
NBW,North America,19.906499862671,-75.207099914551
GAO,North America,20.08530044555664,-75.1583023071289
HAV,North America,22.989200592041016,-82.40910339355469
HOG,North America,20.785600662231445,-76.31510162353516
LCL,North America,22.33609962463379,-83.64189910888672
MOA,North America,20.65390014648437,-74.92220306396484
MZO,North America,20.28809928894043,-77.08920288085938
GER,North America,21.834699630737305,-82.78379821777344
UPB,North America,23.0328006744,-82.5793991089
QPD,North America,22.42140007019043,-83.67839813232422
SNU,North America,22.49220085144043,-79.943603515625
SZJ,North America,21.64249992370605,-82.9551010131836
USS,North America,21.9704,-79.442703
VRA,North America,23.034400939941406,-81.435302734375
VTU,North America,20.98760032653809,-76.93579864501953
CYB,North America,19.687000274658203,-79.88279724121094
GCM,North America,19.2928009033,-81.3576965332
MAY,North America,24.28770065307617,-77.68460083007812
ASD,North America,24.697900772094727,-77.79560089111328
MHH,North America,26.5114,-77.083503
SAQ,North America,25.053800582885746,-78.04900360107422
AXP,North America,22.441799163800003,-73.97090148930002
TCB,North America,26.745300293,-77.3912963867
CCZ,North America,25.41710090637207,-77.88089752197266
GHC,North America,25.7383,-77.840103
BIM,North America,25.6998996735,-79.2647018433
GGT,North America,23.5625991821,-75.8779983521
ELH,North America,25.474899292,-76.6835021973
GHB,North America,25.2847003937,-76.3310012817
NMC,North America,24.59429931640625,-76.82019805908203
RSD,North America,24.8950787333,-76.1768817902
TYM,North America,24.169099807739254,-76.43910217285156
FPO,North America,26.5587005615,-78.695602417
IGA,North America,20.975000381469727,-73.66690063476562
LGI,North America,23.1790008545,-75.09359741210001
SML,North America,23.582317,-75.268621
MYG,North America,22.379499,-73.013494
NAS,North America,25.0389995575,-77.46620178219999
DCT,North America,22.18180084228516,-75.72949981689453
RCY,North America,23.68440055847168,-74.83619689941406
ZSA,North America,24.06329917907715,-74.52400207519531
BZE,North America,17.539100646972656,-88.30819702148438
AIT,Oceania,-18.830900192260746,-159.76400756835938
RAR,Oceania,-21.2026996613,-159.805999756
NAN,Oceania,-17.755399703979492,177.4429931640625
SUV,Oceania,-18.04330062866211,178.5590057373047
TBU,Oceania,-21.241199493408203,-175.14999389648438
VAV,Oceania,-18.58530044555664,-173.96200561523438
TRW,Oceania,1.3816399574279783,173.14700317382812
TBF,Oceania,-1.2244700193405151,174.7760009765625
WLS,Oceania,-13.2383003235,-176.199005127
APW,Oceania,-13.829999923706056,-172.00799560546875
PPG,Oceania,-14.3310003281,-170.710006714
RUR,Oceania,-22.43409919738769,-151.36099243164062
TUB,Oceania,-23.36540031433105,-149.5240020751953
AAA,Oceania,-17.35260009765625,-145.50999450683594
FGU,Oceania,-15.819899559020996,-140.88699340820312
TIH,Oceania,-15.119600296020508,-148.2310028076172
REA,Oceania,-18.465900421142575,-136.44000244140625
FAV,Oceania,-16.054100036621094,-145.65699768066406
XMH,Oceania,-14.436800003051758,-146.07000732421875
GMR,Oceania,-23.07990074157715,-134.88999938964844
KKR,Oceania,-15.663299560546877,-146.88499450683594
MKP,Oceania,-16.583900451660156,-143.6580047607422
PKP,Oceania,-14.809499740600586,-138.81300354003906
TKP,Oceania,-14.709500312805176,-145.24600219726562
AXR,Oceania,-15.248299598693848,-146.61700439453125
MVT,Oceania,-14.8681001663208,-148.7169952392578
TKX,Oceania,-14.45580005645752,-145.02499389648438
NHV,Oceania,-8.795599937438965,-140.22900390625
BOB,Oceania,-16.444400787353516,-151.75100708007812
RGI,Oceania,-14.954299926757812,-147.66099548339844
HUH,Oceania,-16.68720054626465,-151.02200317382812
MOZ,Oceania,-17.49,-149.761993
HOI,Oceania,-18.074800491333008,-140.9459991455078
MAU,Oceania,-16.42650032043457,-152.24400329589844
RFP,Oceania,-16.7229,-151.466003
VLI,Oceania,-17.699300765991,168.32000732422
KNQ,Oceania,-21.05430030822754,164.83700561523438
KOC,Oceania,-20.546300888061523,164.25599670410156
LIF,Oceania,-20.774799346923828,167.24000549316406
GEA,Oceania,-22.25830078125,166.47300720214844
MEE,Oceania,-21.4817008972168,168.03799438476562
TOU,Oceania,-20.790000915527344,165.25900268554688
UVE,Oceania,-20.640600204467773,166.572998046875
NOU,Oceania,-22.01460075378418,166.21299743652344
AKL,Oceania,-37.0080986023,174.792007446
TUO,Oceania,-38.73970031738281,176.08399963378906
AMZ,Oceania,-37.02970123291016,174.97300720214844
CHC,Oceania,-43.48939895629883,172.53199768066406
CHT,Oceania,-43.810001373291016,-176.45700073242188
DUD,Oceania,-45.9281005859375,170.197998046875
GIS,Oceania,-38.66329956054688,177.97799682617188
GTN,Oceania,-43.906700134277344,170.1280059814453
HKK,Oceania,-42.713600158691406,170.98500061035156
HLZ,Oceania,-37.8666992188,175.332000732
KKE,Oceania,-35.26279830932617,173.91200256347656
KAT,Oceania,-35.06999969482422,173.28500366210938
ALR,Oceania,-45.211700439453125,169.3730010986328
MON,Oceania,-43.76499938964844,170.13299560546875
TEU,Oceania,-45.53310012817383,167.64999389648438
MRO,Oceania,-40.97330093383789,175.63400268554688
NPL,Oceania,-39.00859832763672,174.1790008544922
NSN,Oceania,-41.298301696777344,173.2209930419922
IVC,Oceania,-46.41239929199219,168.31300354003906
OHA,Oceania,-40.20600128173828,175.38800048828125
OAM,Oceania,-44.970001220703125,171.08200073242188
PMR,Oceania,-40.32059860229492,175.61700439453125
PPQ,Oceania,-40.90470123291016,174.98899841308594
ZQN,Oceania,-45.0210990906,168.738998413
ROT,Oceania,-38.10919952392578,176.31700134277344
TRG,Oceania,-37.67190170288086,176.1959991455078
TIU,Oceania,-44.30279922485352,171.22500610351562
TWZ,Oceania,-44.2350006104,170.117996216
BHE,Oceania,-41.5182991027832,173.8699951171875
WKA,Oceania,-44.722198486328,169.24600219727
WHK,Oceania,-37.92060089111328,176.91400146484375
WLG,Oceania,-41.3272018433,174.804992676
WIR,Oceania,-39.00690078735352,177.40699768066406
WRE,Oceania,-35.7682991027832,174.36500549316406
WSZ,Oceania,-41.73809814453125,171.58099365234375
WAG,Oceania,-39.96220016479492,175.02499389648438
HEA,Asia,34.209999084472656,62.22829818725586
JAA,Asia,34.39979934692383,70.49859619140625
KBL,Asia,34.565899,69.212303
KDH,Asia,31.505800247192383,65.8478012084961
MMZ,Asia,35.93080139160156,64.76090240478516
MZR,Asia,36.70690155029297,67.20970153808594
OAH,Asia,33.3913002014,62.2610015869
UND,Asia,36.66510009765625,68.91079711914062
BAH,Asia,26.27079963684082,50.63359832763672
AHB,Asia,18.2404003143,42.65660095210001
HOF,Asia,25.28529930114746,49.485198974609375
ABT,Asia,20.2961006165,41.6343002319
BHH,Asia,19.984399795532227,42.62089920043945
DMM,Asia,26.471200942993164,49.79790115356445
DHA,Asia,26.265399932900003,50.1520004272
GIZ,Asia,16.901100158691406,42.58580017089844
ELQ,Asia,26.30279922485352,43.77439880371094
URY,Asia,31.412413,37.278898
HAS,Asia,27.437901,41.686298
QJB,Asia,27.03899955749512,49.40510177612305
JED,Asia,21.6796,39.156502
KMC,Asia,27.9009,45.528198
MED,Asia,24.5534,39.705101
EAM,Asia,17.611400604248047,44.4192008972168
AQI,Asia,28.335199,46.125099
RAH,Asia,29.626399993896484,43.4906005859375
RUH,Asia,24.957599639892575,46.69879913330078
RAE,Asia,30.90660095214844,41.13819885253906
SHW,Asia,17.466899871826172,47.12139892578125
SLF,Asia,20.46470069885254,45.61959838867188
TUU,Asia,28.3654,36.6189
TIF,Asia,21.483001,40.543442
TUI,Asia,31.692188,38.731544
EJH,Asia,26.19860076904297,36.47639846801758
YNB,Asia,24.144199,38.0634
ABD,Asia,30.371099472,48.2282981873
DEF,Asia,32.434399,48.397598
AKW,Asia,30.7444,49.6772
GCH,Asia,30.337600708,50.827999115
OMI,Asia,30.8351993560791,49.5349006652832
MRX,Asia,30.55620002746582,49.15190124511719
AWZ,Asia,31.3374004364,48.7620010376
AEU,Asia,25.8757,55.033001
BUZ,Asia,28.9447994232,50.8345985413
KIH,Asia,26.5261993408,53.9802017212
BDH,Asia,26.531999588,54.824798584
KHK,Asia,29.260299682617188,50.32389831542969
SXI,Asia,25.908899307250977,54.539398193359375
LVP,Asia,26.810300827026367,53.35630035400391
KSH,Asia,34.3459014893,47.1581001282
SDG,Asia,35.24589920043945,47.00920104980469
IFH,Asia,32.92890167236328,51.56110000610352
KKS,Asia,33.895302,51.577
IFN,Asia,32.75080108642578,51.86130142211914
RAS,Asia,37.323333,49.617778
AJK,Asia,34.13809967041016,49.8473014831543
THR,Asia,35.68920135498047,51.31340026855469
GZW,Asia,36.240101,50.0471
BND,Asia,27.218299865722656,56.37779998779297
JYR,Asia,28.7269001007,57.67029953
KER,Asia,30.2744007111,56.9510993958
HDR,Asia,27.158300399780277,56.17250061035156
SYJ,Asia,29.550899505615234,55.672698974609375
XBJ,Asia,32.898101806640625,59.2661018371582
CKT,Asia,36.50120162963867,61.06489944458008
RUD,Asia,36.4253005981,55.1041984558
TCX,Asia,33.6678009033,56.8927001953
KLM,Asia,37.3833007812,55.4519996643
RZR,Asia,36.9099006652832,50.67959976196289
FAZ,Asia,28.89179992675781,53.72330093383789
JAR,Asia,28.5867004395,53.5791015625
LFM,Asia,27.3726997375,53.18880081179999
SYZ,Asia,29.53919982910156,52.58980178833008
KHY,Asia,38.4275016784668,44.97359848022461
TBZ,Asia,38.1338996887207,46.23500061035156
JWN,Asia,36.7737007141,48.3594017029
AZD,Asia,31.9048995972,54.2765007019
ACZ,Asia,31.09830093383789,61.54389953613281
ZBR,Asia,25.4433002472,60.3820991516
ZAH,Asia,29.47570037841797,60.90620040893555
IHR,Asia,27.2360992432,60.7200012207
AMM,Asia,31.7226009369,35.9931983948
ADJ,Asia,31.972700119018555,35.991600036621094
AQJ,Asia,29.61160087585449,35.01810073852539
OMF,Asia,32.3564,36.259201
KWI,Asia,29.226600646972656,47.96889877319336
BEY,Asia,33.820899963378906,35.488399505615234
KYE,Asia,34.589298248291016,36.01129913330078
AUH,Asia,24.433000564575195,54.651100158691406
AZI,Asia,24.428300857543945,54.458099365234375
DHF,Asia,24.248199462900004,54.5476989746
DXB,Asia,25.2527999878,55.3643989563
FJR,Asia,25.112199783325195,56.32400131225586
RKT,Asia,25.613500595092773,55.93880081176758
SHJ,Asia,25.32859992980957,55.5172004699707
KHS,Asia,26.17099952697754,56.2406005859375
MSH,Asia,20.67539978027344,58.89049911499024
MCT,Asia,23.593299865722656,58.284400939941406
SLL,Asia,17.038700103759766,54.09130096435547
TTH,Asia,17.666000366210938,54.024600982666016
BHW,Asia,32.056098938,72.94840240479999
LYP,Asia,31.364999771118164,72.99479675292969
GWD,Asia,25.233299255371094,62.329498291015625
GIL,Asia,35.918800354003906,74.33360290527344
JAG,Asia,28.28420066833496,68.44969940185547
KHI,Asia,24.9065,67.160797
LHE,Asia,31.5216007232666,74.40360260009766
XJM,Asia,33.05009841918945,73.63839721679688
MFG,Asia,34.3390007019043,73.50859832763672
MWD,Asia,32.5630989074707,71.5707015991211
MJD,Asia,27.3351993560791,68.14309692382812
MUX,Asia,30.20319938659668,71.41909790039062
WNS,Asia,26.2194,68.390099
PJG,Asia,26.954500198364254,64.13249969482422
PSI,Asia,25.29050064086914,63.34510040283203
PEW,Asia,33.993900299072266,71.51460266113281
UET,Asia,30.251399993896484,66.93779754638672
RYK,Asia,28.383899688720703,70.27960205078125
RAZ,Asia,33.849700927734375,73.79810333251953
SKZ,Asia,27.722000122070312,68.79170227050781
SDT,Asia,34.8135986328125,72.35279846191406
SUL,Asia,28.645099639892575,69.1769027709961
BDN,Asia,24.84149932861328,68.8384017944336
WAF,Asia,32.3046989440918,69.57039642333984
PZH,Asia,31.358400344848636,69.4636001586914
BSR,Asia,30.54910087585449,47.66210174560547
ALP,Asia,36.18069839477539,37.22439956665039
DAM,Asia,33.4114990234375,36.51559829711914
DEZ,Asia,35.2854,40.175999
LTK,Asia,35.401100158691406,35.948699951171875
PMS,Asia,34.5574,38.316898
DIA,Asia,25.261101,51.565102
CIS,Oceania,-2.7681200504300003,-171.710006714
ROP,Oceania,14.17430019378662,145.2429962158203
SPN,Oceania,15.119,145.729004
UAM,Oceania,13.584,144.929998
GUM,Oceania,13.4834003448,144.796005249
TIQ,Oceania,14.999199867248535,145.61900329589844
MAJ,Oceania,7.064760208129883,171.27200317382812
KWA,Oceania,8.720120429992676,167.73199462890625
CXI,Oceania,1.9861600399017332,-157.35000610351562
MDY,Oceania,28.20170021057129,-177.38099670410156
TKK,Oceania,7.461870193481445,151.84300231933594
PNI,Oceania,6.985099792480469,158.20899963378906
ROR,Oceania,7.36731,134.544236
KSA,Oceania,5.35698,162.957993
YAP,Oceania,9.49891,138.082993
KNH,Asia,24.4279,118.359001
TTT,Asia,22.7549991607666,121.10199737548828
GNI,Asia,22.673900604248047,121.46600341796876
KHH,Asia,22.57710075378418,120.3499984741211
CYI,Asia,23.46179962158203,120.39299774169922
KYD,Asia,22.027000427246094,121.53500366210938
RMQ,Asia,24.26469993591309,120.62100219726562
TNN,Asia,22.95039939880371,120.20600128173828
HSZ,Asia,24.8180007935,120.939002991
MZG,Asia,23.568700790405277,119.62799835205078
PIF,Asia,22.700199127197266,120.48200225830078
TSA,Asia,25.06940078735352,121.552001953125
TPE,Asia,25.0777,121.233002
WOT,Asia,23.367372512817383,119.50277709960938
HUN,Asia,24.023099899291992,121.61799621582033
NRT,Asia,35.7647018433,140.386001587
MMJ,Asia,36.16680145263672,137.92300415039062
IBR,Asia,36.181098938,140.414993286
MUS,Asia,24.2896995544,153.979003906
IWO,Asia,24.78400039672852,141.322998046875
SHM,Asia,33.6622009277,135.363998413
OBO,Asia,42.7332992554,143.216995239
CTS,Asia,42.77519989013672,141.69200134277344
HKD,Asia,41.7700004578,140.822006226
MMB,Asia,43.8805999756,144.164001465
SHB,Asia,43.5774993896,144.960006714
